,Unnamed: 0,字段,标题
109,,18:09,【汉邦高科：实控人因资金占用事项收警示函】汉邦高科公告，公司实控人王立群收到北京证监局警示函。王立群在2018年2月28日-2018年6月30日期间存在非经营性占用公司资金情形。主要原因为：2018 年2月，公司股票出现非理性下跌，公司实控人王立群的个人质押股票面临平仓风险，王立群出现资金困难，短期占用了公司资金用于部分归还质押券商避免平仓风险。累计占用资金2319.05万元，占用时间4个月，占用的全部资金已经于2018年6月30日归还公司。该期间资金占用事项，未按规定履行关联交易审议程序和信息披露义务。
105,,18:10,恩智浦半导体预测第三季度营收27.8亿美元至29.3亿美元。
107,,18:10,【北京地铁新增数字人民币购票功能】 8月1日起，北京地铁新增数字人民币购买地铁票和充值等功能。除了自助售票机外，网络取票机、人工售票窗口也增加了数字人民币购票功能。北京市交通委称，全路网24条线、428座车站现场的人工售补票处、自动售票机、自助补票充值机及互联网自动售票机，都可使用数字人民币办理购票/卡、补票及充值等业务。（国是直通车）
106,,18:10,【用好“指挥棒” 破除“唯论文”和“SCI至上”——科技部部长王志刚谈《关于完善科技成果评价机制的指导意见》看点】 科技部部长王志刚：下一步，将选择不同类型单位和地区开展有针对性的科技成果评价改革试点，把新的评价理念、方法和标准立起来，探索简便实用的制度、规范和流程，解决改革落地难问题，形成可操作可复制的做法并进行推广，切实把以科技创新质量、绩效、贡献为核心的正确评价导向树立起来，把多元分类评价体系健全起来，更好激发科技人员积极性和创造性。（新华社）
104,,18:11,北京科锐：中标南方电网公司2021年配网设备第一批框架招标项目，中标金额约为1.56亿元。
103,,18:14,【IMF批准特别提款权增发 为世界经济复苏注入“强心针”】国际货币基金组织（IMF）理事会2日批准规模为6500亿美元的新一轮特别提款权（SDR）普遍分配方案，以增加全球流动性。这是IMF历史上规模最大的一次特别提款权分配，将为全球合力应对新冠疫情和促进世界经济复苏注入一剂“强心针”。（新华社）
102,,18:15,【华为计划未来3年投入1亿美元支持亚太初创生态】2021年8月3日，华为云SPARK创始人峰会3日在新加坡和香港两地成功举办。会上，华为宣布未来3年为亚太Spark Program投入1亿美元，打造可持续发展的亚太初创生态，这是继新加坡、香港、马来西亚和泰国之后，华为再次助力印度尼西亚、菲律宾、斯里兰卡和越南4个初创生态圈建设，计划招募1000家start-ups，并打造100家scale-ups。（华为）
101,,18:16,【债务违约后被查出财务造假861亿，永煤控股被罚300万元】因虚增货币资金861亿元，永城煤电控股集团有限公司被证监会处罚300万元，六名高管同时被罚230万元。日前，永煤控股在上海清算所公告称，7月27日收到中国证券监督管理委员会《行政处罚决定书》。《行政处罚决定书》显示，证监会对永煤控股债券信息披露违法违规案进行了立案调查、审理，该公司存在虚假披露货币资金的违法事实，涉及虚增货币资金共计861亿元等信息披露违规行为。（界面）
100,,18:17,【ST北文回复问询函：不存在集中确认成本和资产减值实现“洗大澡”的情况】ST北文回复问询函，公司近两年不存在集中确认成本和资产减值实现“洗大澡”的情况。2019年公司净利润出现亏损，主要原因是受行业政策和市场环境变化影响。2020年公司净利润持续亏损，主要原因是受新型冠状病毒肺炎疫情影响，影视行业遭到巨大冲击，公司电影业务受到较大影响。报告期内，公司原旅游业务相关资产剥离，无旅游业务收入。
99,,18:18,【振邦智能：公司已有智能汽车控制器相关的产品】 振邦智能在投资者互动平台上表示，公司已有智能汽车控制器相关的产品，如车载冰箱控制器、车载空调控制器、车载逆变器等产品，目前主要提供给Dometic，终端客户为BMW、Mercedes-Benz、Land Rover、VOLVO等国际知名汽车制造企业。
98,,18:19,摩根士丹利：将安森美半导体(ON.O)评级从跑输大市上调至持平大市。
97,,18:22,【立华股份：上半年预计亏损2.65亿元至2.85亿元】立华股份披露业绩预告，公司2021年半年度亏损2.65亿元至2.85亿元，公司上年同期亏损2.78亿元。报告期末，公司按照企业会计准则的有关规定，根据市场行情计提存货跌价准备3.99亿元。
96,,18:23,【中国电建近三日累涨超30% 机构资金博弈激烈】中国电建(601669)今日收涨7.46%，近三个交易日累计涨幅达30.02%。龙虎榜数据显示，期间沪股通买入6.19亿元并卖出5.54亿元。两家机构席位合计买入5.78亿元，三机构席位合计卖出6.69亿元。
95,,18:24,据观察发现，此前经济参考报官网删除游戏“精神鸦片”一文现已恢复，标题更名为《网络游戏长成数千亿产业》，内容中亦未提及“鸦片”、“电子毒品”等词。
94,,18:26,【健友股份：子公司产品注射用卡莫司汀获美国FDA批准】健友股份公告，公司子公司香港健友于近日收到美国食品药品监督管理局（简称“美国 FDA”）签发的注射用卡莫司汀，100mg/瓶 ANDA批准通知。新批准产品近期将安排在美国上市销售，有望对公司今年经营业绩产生积极影响。
93,,18:26,礼来(LLY.N)：第二季度度易达销售额15.4亿美元，市场预期15.5亿美元，去年同期为12.3亿美元。
92,,18:26,【湖北：本土确诊病例为德尔塔变异毒株感染所致】今天湖北省召开疫情防控新闻发布会，会上介绍，根据对三地所有病例的流行病学调查结果、活动轨迹、各场所的现场调查，以及大数据比对和基因测序的结果，我们判定三地患者均为新冠病毒德尔塔变异毒株感染所致，均为江苏淮安病例的关联病例。
91,,18:27,山鹰国际：拟以2亿元-4亿元回购股份，回购价格不超过3.63元/股。本次回购后的股份将在披露回购结果暨股份变动公告十二个月后采用集中竞价交易方式出售，并在披露回购结果暨股份变动公告后三年内完成出售。
90,,18:28,【腾讯投资上海游牛 后者为音乐舞蹈游戏开发商】天眼查App显示，8月2日，上海游牛信息科技有限公司发生工商变更，新增股东广西腾讯创业投资有限公司；同时公司注册资本约由1228.77万人民币增至约1365.3万人民币，增幅约11.11%。上海游牛信息科技有限公司成立于2016年8月，法定代表人为陈建，经营范围包括网络文化经营；第二类增值电信业务等。据其官网信息显示，上海游牛信息科技有限公司主要致力于移动平台休闲网游的开发，其产品包括音舞手游《心舞》等。
89,,18:29,【御银股份：终止转让花都稠州银行股权】御银股份公告，公司及相关各方积极推进花都稠州银行股权转让事宜，但因本次交易历时较长，推进进度未达双方预期，公司与广州市浙荣贸易有限责任公司进行了充分沟通，经双方友好协商，一致同意终止本次花都稠州银行股权转让事项。
88,,18:30,记者多方获悉，当前深圳已经在筹备数据交易所等多项基础设施建设，包括商业银行、数据基础设施供应商等机构参与其中，预计今年底可开始公共数据交易。（财经）
87,,18:31,记者多方获悉，更高层面的数据要素市场建设指导文件正在起草当中，最快将于年内发布。届时，数据要素市场建设将迎来更多实质性进展。（财经）
86,,18:32,【任子行收关注函：要求说明股价大幅上涨与基本面是否匹配】任子行收到关注函，2021年7月1日至8月3日，公司股价累计涨幅达102.88%。深交所要求公司说明基本面是否发生重大变化，股价大幅上涨与基本面是否匹配，并对比同行业上市公司估值，就股价大幅波动进行充分风险提示。
85,,18:35,印度卫生部官员：上周喀拉拉邦报告了全国50%的新冠病例。
84,,18:36,【罗莱生活：拟不超2.5亿元购买土地使用权 建设新总部中心及智慧工业园区】罗莱生活公告，公司拟以不超过2.5亿元的自有或自筹资金购买位于南通市经济技术开发区的土地使用权，用于建设公司新总部中心及智慧工业园区。
83,,18:38,【港交所前“掌舵人”李小加投身创业：搭建“滴灌通”系统】离任港交所行政总裁半年有余的李小加，8月3日首次以牛码集团创始人及执行主席身份出席牛码新市的发布会。记者获悉，李小加去年底离开港交所后联手前东英金融集团创始人张高波成立牛码香港公司，并同时申请注册“NWMAEX”和“牛码新市”两个商标。牛码旗下投资平台“滴灌通”，主要是将全球资本引流对接中国小微企业，从而为小微企业提供最适合其自身发展规律的长期资本。
82,,18:39,港交所权益资料显示，哔哩哔哩(09626.HK)被美国资本集团于7月29日在场内以每股平均价712.689港元减持170.47万股，涉资约12.15亿港元，减持最新持股数目为2036.20万股，持股比例由7.34%减持至6.77%。
81,,18:44,【三连板中国电建：新增光伏风电装机量最终能否实现具有重大不确定性】三连板中国电建发布股价异动公告，公司、公司控股股东电建集团均不存在应披露而未披露的重大信息。近期关注到部分市场研究报告关于公司“十四五”新增光伏风电装机量相关内容。公司将按照2020年年度报告披露内容，继续稳步推进以风电、太阳能光伏发电、水电等清洁能源为核心的电力投资与运营业务。新增光伏风电装机量仅为公司“十四五”投资目标，最终能否实现具有重大不确定性，相关市场研究报告仅代表证券公司观点。
80,,18:48,【中国有色金属工业协会：下半年主要有色金属价格总体呈高位回调态势】 中国有色金属工业协会副会长贾明星在新闻发布会称，下半年主要有色金属价格总体呈高位回调的态势。从中长期看，铜价不具备走出持续上涨“超级周期”价格行情的条件，铝价长期在低位运行的欠账有望得到改观。下半年有色金属生产总体保持平稳增长，但同比增幅有所收窄，全年增幅有望达5%左右。（有色金属报）
79,,18:48,【芯源微跌超19% 五机构合计卖出2.81亿元】 芯源微今日收跌19.78%，全天成交9.17亿元。盘后龙虎榜数据显示，五家机构席位合计卖出2.81亿元。一家机构席位买入1543.55万元。
77,,18:48,【7月全国轨道交通完成客运量21.7亿人次 同比增长28%】交通运输部数据显示，2021年7月，全国（不含港澳台，下同）共有48个城市开通运营城市轨道交通线路246条，运营里程7961公里，实际开行列车269万列次，完成客运量21.7亿人次，进站量13.3亿人次。7月份，全国完成客运量环比增长1.9亿人次、增长10%，同比去年7月增长28%。
78,,18:49,【中国有色金属工业协会：下半年主要有色金属价格总体呈高位回调态势】 中国有色金属工业协会副会长贾明星在新闻发布会称，下半年主要有色金属价格总体呈高位回调的态势。从中长期看，铜价不具备走出持续上涨“超级周期”价格行情的条件，铝价长期在低位运行的欠账有望得到改观。下半年有色金属生产总体保持平稳增长，但同比增幅有所收窄，全年增幅有望达5%左右。（有色金属报）
76,,18:51,美股电子游戏股盘前普跌，Take-Two(TTWO.O)跌4.5%，Zynga(ZNGA.O)跌1.3%，动视暴雪(ATVI.O)、SEA(SE.N)跌超1%。
75,,18:51,【圣路易斯联储行长Bullard认为更动荡的美国经济“体制”正在浮现】圣路易斯联储行长James Bullard表示，他已开始认为，美联储需要应对更快变化和更频繁冲击的新经济“体制”可能已经到来。他表示，疫情可能已经推动美国进入了一个动荡时代，这个时代增长更强劲、生产率更高，但利率也更高，通胀速度更快。
74,,18:52,美股电子游戏股盘前普跌，Take-Two(TTWO.O)跌4.5%，Zynga(ZNGA.O)跌1.3%，动视暴雪(ATVI.O)、SEA(SE.N)跌超1%。
72,,18:53,【扬州主城区明日开始第三轮大规模核酸检测】记者今日（3日）从扬州市广陵区了解到，8月4日6时30分开始，全区将开展第三轮全员核酸检测。请居民按照社区、村组统一安排，携带身份证或户口本等有效证件，服从现场志愿者服务引导，坚守1米线，主动配合扫码、测温、戴口罩等防疫措施，积极完成核酸检测。（央视新闻）
73,,18:53,美元兑瑞郎USD/CHF触及一个半月来的新低，日内下跌0.3%，报0.9026。
71,,18:54,【阿里巴巴发布2022财年第一财季业绩报告】2021年4-6月，阿里巴巴营收2057.4亿元，市场预期2093.8亿元，上年同期1537.51亿元。
70,,18:54,阿里巴巴2022财年Q1净利润434.4亿元，市场预期293.31亿元，去年同期475.91亿元。
69,,18:56,【证监会同意4家科创板IPO注册】证监会按法定程序同意以下企业科创板首次公开发行股票注册：四川汇宇制药股份有限公司、上海谊众药业股份有限公司、纽威数控装备（苏州）股份有限公司、贵州振华新材料股份有限公司。上述企业及其承销商将分别与上海证券交易所协商确定发行日程，并陆续刊登招股文件。
68,,18:56,阿里巴巴：将股份回购计划上限从100亿美元提升至150亿美元。
67,,18:59,阿里巴巴：蚂蚁集团在本季度贡献6.96亿美元营收。
66,,19:00,阿里巴巴：截至本季度中国零售市场年度活跃用户达11.8亿，去年同期为7.42亿。
65,,19:02,【奥来德：目前蒸发源设备在手订单为4.94亿元】奥来德公告，截至本公告披露日，公司蒸发源设备在手订单为49352.98万元，因蒸发源设备为高端精密设备，根据客户订单定制生产，客户订单需求和进度系依据其OLED显示面板生产线建设计划，产量变化与当年订单数量有关。公司取得客户出具的最终验收报告后确认收入，收入确认存在一定滞后性，自合同签订至客户最终验收间隔一年至两年左右。
64,,19:02,【中国企业史上最大回购】 阿里巴巴董事会已授权公司将回购计划总额从100亿美元提升至150亿美元，有效期到2022年底。这项总额150亿美元（近1000亿元人民币）的回购计划，不仅成为阿里巴巴集团有史以来最大规模回购计划，也有望成为中国企业史上力度最大回购。
63,,19:05,【阿里巴巴：2022财年第一季度饿了么订单量同比增长超过50%】阿里巴巴2022财年Q1财报数据显示，中国市场年度活跃消费者达9.12亿。本季度阿里云服务的客户在产业端趋向多元化；菜鸟网络收入实现50%的稳健增长，菜鸟裹裹订单量同比增长63%；饿了么订单量同比增长超过50%；社区商业平台业务的商品交易额环比增长约200%。
62,,19:05,【荣盛发展：子公司拟以不低于1亿元增持公司股份】荣盛发展公告，控股子公司荣盛创业投资有限公司计划自2021年8月4日起六个月内，以不低于1亿元增持公司股份。
61,,19:05,【中远海发：获河南伊洛举牌 持股达5.05%】中远海发公告，河南伊洛管理的私募证券投资基金于2021年7月9日以集中竞价方式增持公司0.0658%股份。截至本公告日，河南伊洛管理的各支私募证券投资基金合计持有公司4.04亿股A股、1.82亿股H股，约占公司总股本的5.0453%。
60,,19:07,【中远海发：获河南伊洛投资管理有限公司举牌】中远海发公告，获河南伊洛投资管理有限公司举牌，持股达5.045%。本次权益变动系河南伊洛投资管理有限公司看好中远海发未来发展，认可上市公司长期投资价值。因此，河南伊洛投资管理有限公司陆续通过二级市场竞价交易购入并持有上市公司股份以达到未来增值目的。河南伊洛投资管理有限公司在未来12个月无增加上市公司股份的计划。
59,,19:07,【阿里发布财年一季度业绩 核心商业继续保持稳健势头】阿里巴巴发布2022财年第一季度业绩，中国零售市场商品交易额（GMV）保持稳健增长，服饰和配饰、家居和消费电子类目增长迅速。淘特获得下沉市场用户欢迎，年度活跃消费者增长至超1.9亿。闲鱼平台为消费者提供丰富的二手、租赁、复古产品，本季度移动月活跃用户超过1亿。（新华财经）
58,,19:09,【宇新股份半年报：上半年净利1.09亿元 同比增86%】宇新股份发布半年报，上半年营业收入13.33亿元，同比增长10.3%；净利润1.09亿元，同比增长86.42%；基本每股收益0.69元，同比增长32.69%。
54,,19:10,【银邦股份半年报：上半年净利润1926.77万元 同比扭亏为盈】银邦股份发布2021年半年度报告，实现营业收入14.17亿元，同比增长31.21%；归属于上市公司股东的净利润1926.77万元，上年同期为-1233.22万元；归属于上市公司股东的扣除非经常性损益后的净利润1345.18万元；基本每股收益0.0234元。
57,,19:10,【阿里巴巴：截至6月底全球年度活跃消费者达11.8亿】阿里巴巴发布2022财年第一财季业绩报告。报告显示，截至6月底，阿里巴巴生态全球年度活跃消费者达11.8亿，较上一季度增加4500万，其中有9.12亿消费者来自中国市场。同时，阿里巴巴董事会已授权公司将回购计划总额从100亿美元提升至150亿美元，有效期到2022年底。
56,,19:10,【天邦股份：7月份商品猪销售均价环比增长2.09%】天邦股份公告，公司7月份销售商品猪28.39万头，销售收入5.6亿元，销售均价14.42元/公斤，环比变动分别为-11.13%、2.67%、2.09%。1-7月商品猪销售收入50.89亿元，销售均价23.21元/公斤，同比变动分别为10.93%、-59.34%。
55,,19:10,【阿里发布最新季度财报 新零售走向多业态发展】阿里巴巴2022财年第一季度业绩显示，本季度高鑫零售线上订单同比增长约28%。截至2021年6月30日，高鑫零售在中国29个省、235个城市设有门店。社区商业平台区域分拨中心（RDC）的建筑面积季度环比增长约260%，商品交易额（GMV）环比增长约200%。
53,,19:13,【百利科技：控股股东终止筹划控制权变更事项，公司股票复牌】百利科技公告，公司于2021年8月3日接到控股股东通知，停牌期间，控股股东与意向受让方就股权转让协议具体条款进行了深入细致的洽谈。由于控股股东本次拟转让的股份尚处于质押状态，本次筹划的股权转让方案需经标的股份债权人内部审批通过，目前仍未完成相关审批程序。同时，债权人与控股股东就交易方案相关细节仍未达成一致，也未签订正式的书面协议。经审慎研究，控股股东决定终止筹划本次重大事项。。公司股票自2021年8月4日（星期三）开市起复牌。
51,,19:15,【涪陵榨菜：上半年原料价格上涨20%-30% 后续提价谨慎】 涪陵榨菜8月3日发布投资者关系活动记录表，8月2日，公司举行2021年半年报投资者线上业绩交流会，东吴基金、东方基金、中信产业基金等多家机构参与。机构对于公司后续产品提价、渠道库存等进行了重点关注，公司表示，提价既要考虑原材料成本压力，同时也不能忽视行业整体提价情况。（中证网）
52,,19:15,广东省文化和旅游厅：督促旅行社暂停组团出省旅游活动，倡导开展城市近郊游、周边游旅游活动。
49,,19:16,【吉电股份：与上海环境能源交易所合作内容不属于碳排放权交易市场范畴】吉电股份发布股价异动公告，公司与上海环境能源交易所将共同推动吉林省的区域自愿减排交易市场建设、碳减排项目开发和碳普惠推广工作。本合作内容为企业间的合作意向，不属于政府建设吉林省碳交易中心的范畴，不属于国家正在开展的碳排放权交易市场范畴。
50,,19:16,【避险需求旺盛 瑞郎兑欧元升至年内最高水平】 瑞郎兑欧元升至了今年以来的最高水平。瑞郎兑欧元自2月低点以来已经上涨了超过3%，突破了1月触及的1欧元兑1.07392瑞郎的水平，触及1.07359，为去年11月以来的首见。由于担心新冠病毒德尔塔毒株的传播会导致全球经济脱轨，投资者寻求避险，瑞郎需求攀升。摩根士丹利的策略师们表示，欧元-瑞郎这一货币对“非常密切地追踪欧洲实际收益率的走低，瑞士央行没有入市干预瑞郎的升值趋势。”
48,,19:18,【明德生物：目前尚无法预测本次疫情对公司业绩的具体影响】明德生物发布股价异动公告，2021年7月底江苏新冠疫情爆发以来，江苏、河南等地启动全员核酸检测。截至目前，公司已迅速组建专业医疗检验团队随时准备驰援武汉及其他地区。另外，公司将充分调动生产和库存以全力保障新冠核酸检测相关产品供给。公司目前尚无法预测上述事项对公司业绩的具体影响，未来随着疫情逐步得到控制，相关新冠检测产品和服务的需求预计无法持续。
47,,19:19,阿里巴巴：本季度非GAAP自由现金流为206.83亿元，去年同期为365.7亿元，减少主因交付今年早前国家市场监管总局就反垄断法对本公司91.14亿元（总182.28亿元）的罚款，以及在某些关键领域投资增加。
46,,19:20,阿里巴巴：到2036年我们要服务20亿消费者、创造1亿就业机会、帮助1000万中小企业盈利。
45,,19:22,【中高风险地区进京车票暂停发售 机场防控升级】市政府新闻发言人徐和建在会上介绍，北京疫情防控压力持续增大，全市要扎紧篱笆、不惜代价、严防死守，以最快的速度、最严格的措施、最果断的行动进行防控。(财新)
44,,19:22,【亚光科技：公司一直致力于微波和微电子技术与产品的研究和开发】 亚光科技8月3日在投资者互动平台表示，军工电子方面，公司一直致力于微波和微电子技术与产品的研究和开发，在LTCC、MCM、SIP、SOC和MEMS等微波电路前沿技术领域都有一定建树，始终处在国内军用射频微波行业的前列。目前公司产能主要优先满足军品订单的生产与交付，扩产工作亦有序进行中。民用领域目前主要由孙公司华光瑞芯、浩瀚芯光开展，公司将积极提升产能，加快对民用市场的拓展。
43,,19:23,【坚决减负！广东省教育厅发文：不审批新培训机构，假日假期不组织学科类培训】今天，广东省教育厅印发《关于坚决做好减轻义务教育阶段学生校外培训负担工作的通知》，《通知》要求，认真落实“严格执行未成年人保护法有关规定，校外培训机构不得占用国家法定节假日、休息日及寒暑假期组织学科类培训”的要求，义务教育阶段学科类校外培训机构不得面向学生（含家长）销售周末、寒暑假、国家法定节假日的课程、课时包；已经销售的，根据国家“双减”文件并征求家长意愿，坚决予以清理整顿。（南方plus）
42,,19:24,【涪陵榨菜：上半年原料价格上涨20%-30% 下半年毛利率维持在50%以上没有问题】涪陵榨菜在2021年半年报投资者线上业绩交流会上透露，今年上半年，原料总体上涨了20%-30%，原料在成本中占比大概40%左右，原料价格的变化自然会对下半年的毛利产生影响。对于下半年毛利率的趋势，公司称，因为原料价格还需综合考虑二盐、三盐半成品价格，后续不断收购的半成本也会对原料价格造成影响，因此下半年毛利率不太好估计，小幅度的波动会有，但在稳健经营的背景下，维持在50%以上没有问题。
41,,19:30,华纳音乐(WMG.O)：2021财年Q3每股盈利0.12美元，市场预期0.16美元，去年同期亏损1.03美元。
40,,19:32,【日本砂糖批发价创35年以来新高】砂糖在日本的批发价进一步上涨，创出35年以来的新高。在主产国气候异常等背景下，原料粗糖（精制前的砂糖）的进口成本居高不下，三井制糖等各制糖企业的供货价格7月再次上调。 (日经新闻)
39,,19:33,【老板电器半年报：上半年净利润同比增长29%】老板电器8月3日晚披露半年报，公司2021年上半年实现营业收入43.26亿元，同比增长34.72%，实现归属于上市公司股东的净利润7.90亿元，同比增长29.08%。
38,,19:35,隆华科技澄清公告：公司及公司法定代表人李占明先生从未与香港长江私募基金管理有限公司及其投资总裁梅丹青有过任何接触，并且从未与香港长江私募基金管理有限公司及其投资总裁梅丹青签署过任何合作协议。
37,,19:36,京基智农：拟投资建设贺州市生猪产业链二期项目，预计总投资额9.167亿元。
36,,19:37,芝商所（CME）集团7月平均日成交量为1710万手，平均日合约量上涨25%。
35,,19:38,【山东烟台新增4例新冠确诊病例，均为华怡美容院职工】8月3日中午，烟台市经济技术开发区确诊4例新冠肺炎轻型病例。张某清、孙某飞、赵某、张某娇，均系烟台华怡美容院职工。在8月3日对烟台华怡美容院确诊病例高某和马某鹏密切接触者流调检测中，经济技术开发区疾控中心初筛上述4人阳性，市疾控中心复核阳性，专家组综合流行病学史、临床表现及实验室检测结果，确定为轻型病例。（澎湃）
34,,19:39,【金溢科技：1亿元出让信联科技2%股权】金溢科技公告，公司将所持有的信联科技2%的股权对应1000万股以1亿元的价格转让给山高智远。转让完成后，公司仍持有信联科技4.2%的股权。公司将获得8592.80万元投资利得，直接计入留存收益，增加所有者权益8592.80万元，不计入本年投资收益，不影响本年企业净利润。
33,,19:42,【山东烟台新增4例本土确诊 为美容院职工】 8月3日中午，烟台市经济技术开发区确诊4例新冠肺炎轻型病例。目前，4名确诊病例已被点对点转运至市级定点医院观察诊疗，详细流调正在同步跟进，开发区全员核酸检测也在加紧进行。
32,,19:42,【双汇发展：目前在加强调味品的开发和推广】双汇发展在互动平台表示，目前公司在加强调味品的开发和推广，已推出了麻辣和三鲜等火锅料系列、炸酱面拌酱和“酱滋牙”拌面酱等面条料系列、“甄骨鲜”等骨汤系列、香辣牛肉酱等肉酱系列等多个系列调味品；公司会继续加强线上平台新媒体营销，促进品牌年轻化，不断提升品牌的美誉度和影响力。
31,,19:44,【利德曼股价异动：获得欧盟CE证的两款新冠检测产品未形成销售收入】利德曼披露股票交易异常波动公告：公司全资子公司北京阿匹斯生物科技有限公司获得欧盟CE证的新型冠状病毒（SARS-CoV-2）核酸检测试剂盒（PCR-荧光探针法）和新型冠状病毒IgM/IgG抗体检测试剂盒（胶体金法），截至目前上述产品未形成销售收入。
30,,19:44,阿里巴巴：预计欧盟税收政策变化将影响全球速卖通在欧洲的增长。
29,,19:47,"【人民日报评论：反思“吴亦凡事件”，不良粉丝文化该凉凉了】日前，吴亦凡因涉嫌强奸罪被北京朝阳公安分局依法刑事拘留,案件侦办工作正在进一步开展。但是，在一些所谓“粉丝”群和网络话题下，竟然有人“商讨”组团“探监”“救人”?！法律是严肃的行为规范,意图突破法律底线的行为不可玩笑视之。此次“顶流”的失速坠落，不仅给全体明星艺人敲响了警钟，也反映出不良粉丝文化已经到了非整治不可的紧要时刻。"
28,,19:49,【盛新锂能：下属企业参与投资新能源产业基金】盛新锂能公告，下属企业盛新寰宇拟以0元受让公司控股股东盛屯集团持有的厦门昶盛34.48%的认缴出资额，即对应认缴厦门创益盛屯新能源产业投资合伙企业（有限合伙）的5亿元出资额。该基金目标募集规模30亿元，是一支专门投资于新能源汽车产业链的产业基金。
27,,19:49,格力电器：第三期回购计划已累计回购3.3584%公司股份，耗资100.69亿元。
26,,19:50,阿里巴巴董事局主席兼CEO张勇：我们继续看好中国经济的长期发展潜力，并对公司的长期发展充满信心。我们将积极按照各项法规和政策的要求，履行平台责任和义务，立足中国，放眼全球，继续努力做一家为社会创造长期价值的好公司。
24,,19:50,【山鹰国际：拟2亿元-4亿元回购股份】山鹰国际公告，拟以集中竞价交易方式回购公司股份，回购资金总额不低于2亿元且不超过4亿元，回购价格不超过3.63元/股，本次回购的目的是为维护公司价值及股东权益所必需，回购后的股份将在披露回购结果暨股份变动公告十二个月后采用集中竞价交易方式出售，并在披露回购结果暨股份变动公告后三年内完成出售。
25,,19:50,【百济神州：计划在美国建设新的生产和临床研发中心】百济神州今日宣布，计划在美国建造一个新的生产和研发中心，选址位于新泽西州霍普韦尔的普林斯顿西部创新园区。百济神州已签署一项采购协议，收购一块面积约42英亩（约17万平方米）的场地，其中超过100万平方英尺（约9.3万平方米）为可开发地产，用于建设一个世界一流的基地，包括商业化生物制剂生产、临床研发中心以及百济神州药物警戒创新基地。
23,,19:52,【中核钛白：拟合作开展研究工作 探索建立新能源正极材料磷酸铁锂生产线】中核钛白公告，近日，公司签订《协同创新基地合作协议书》并取得甘肃省院士专家工作站建设领导小组有关公司成立协同创新基地的批复。公司拟邀请顶级专家、院士及其团队入驻，围绕公司的产业布局开展研究工作。合作内容包括协助公司建立新能源正极材料磷酸铁锂的生产线，将相关材料与技术转化为终端产品，推向市场，实现产业化。
22,,19:53,【格力电器：拟将注册地址变更至珠海横琴新区】格力电器公告，为把握粤港澳大湾区发展的历史机遇，充分利用横琴区位优势，提升公司国际竞争力，公司拟将注册地址由广东省珠海市前山金鸡西路，变更至珠海横琴新区汇通三路108号办公608，同时相应修订《珠海格力电器股份有限公司章程》。
21,,19:55,珠海市新型冠状病毒肺炎疫情防控指挥部办公室：现决定自2021年8月3日20:00起，经珠澳口岸出入境人员由需持有7天内核酸检测阴性证明调整为需持有24小时内核酸检测阴性证明；自2021年7月31日21:00至8月7日21:00从澳门入境珠海且不再返回澳门的人员，须进行“三天两检”核酸检测。
20,,19:55,扬州新增40例新冠确诊病例详情公布：大部分都与棋牌室有关，轨迹涉及超市、医院等地。（人民日报）
19,,19:56,【辛识平：让病态“饭圈”彻底凉凉】 外籍艺人吴亦凡因涉嫌强奸罪被公安机关依法刑事拘留，一些来自“饭圈”的声音却让人匪夷所思。一些艺人“粉丝”是非不分，缺乏法治意识，公然为丑行张目。当病态追星大行其道，把很多青少年裹挟于其中，“饭圈”就变味、变质了。在利益逻辑操纵之下，一些德不配位、素质堪忧的艺人被过度包装，把粉丝文化变成了大肆攫取利益的工具。不良粉丝文化浪费大量社会资源，误导青少年价值观，其危害不可小觑，决不能任其发展蔓延。（新华社）
18,,19:59,【中核钛白：成立新材料研究院 围绕锂离子电池、储能技术等领域开展研究】中核钛白公告，公司于近期正式成立中核华原钛白股份有限公司新材料研究院(“新材料研究院”)。新材料研究院将围绕公司的产业布局，在锂离子电池关键材料、新型钛基复合材料、光伏发电关键材料、储能技术等领域开展前沿性和应用型研究，推动公司的技术进步和产业发展。新材料研究院将重点围绕正极材料前驱体磷酸铁、正极材料磷酸铁锂、锂离子电池开展研究。
16,,20:00,【备案产品数量创年内新高，八月私募要开始进攻了】 7月私募基金手里已积攒较多子弹。据私募排排网统计，今年以来，尽管2月、5月，私募管理人备案数据较为低迷，3月、6月、7月分别迎来私募备案小高峰。其中，7月共有3653只私募产品完成备案登记，数量环比上升5.24%，创下单月备案数量年内新高。具体来看，7月新备案的3653只私募产品中，百亿级私募贡献了613只，具体来看，高毅资产在以105只产品居首，九坤投资则备案了57只私募基金，灵均投资、启林投资、景林资产也分别备案49、45、41只产品。（上证报）
17,,20:00,加拿大至7月30日全国经济信心指数公布 64.52，前值 66。
15,,20:01,上海黄金交易所黄金T+D 8月3日（周二）晚盘盘初下跌0.0%报376.85元/克；上海黄金交易所白银T+D 8月3日（周二）晚盘盘初上涨0.15%报5304.0元/千克。
14,,20:03,比特币短线下挫600美元，现报37935美元/枚，跌幅扩大至3%。
13,,20:05,【湖北洪湖：非必要不离洪，全市所有KTV、景区等暂停开放】湖北洪湖市新冠肺炎疫情防控指挥部通告，所有在洪人员非必要不离开洪湖，禁止前往国内中高风险地区。全市所有网吧、KTV、足浴店、游戏厅、电影院、游泳馆、体育馆、图书馆等文体娱乐场所、宗教场所、培训机构、旅游景区暂停开放。（今日洪湖）
